373.569	281.148	310.139
437.846	320.597	352.84
431.829	321.602	347.119
399.176	298.635	334.853
393.549	305.681	332.423
388.41	279.675	314.991
356.441	270.257	301.444
365.885	296.957	326.441
382.757	282.168	327.965
412.66	322.83	357.197
417.625	318.337	354.771
390.107	280.61	328.494
376.514	276.843	320.208
344.363	270.659	306.626
371.89	306.077	336.939
436.773	341.401	380.712
363.277	283.022	313.131
371.188	295.472	323.338
392.566	280.525	313.328
350.558	276.138	313.141
373.831	289.401	328.381
454.36	343.582	391.749
352.341	264.714	314.294
360.155	277.721	305.83
397.173	306.955	347.801
420.56	330.436	375.031
384.62	312.799	351.048
412.204	317.973	350.922
370.443	285.364	307.011
354.145	268.933	297.455
363.688	284.644	312.384
383.676	298.145	321.21
374.286	294.369	326.619
431.278	317.627	358.615
359.026	291.314	308.523
413.488	309.772	353.735
386.866	305.669	341.294
370.94	281.29	317.66
389.459	294.332	330.955
404.31	301.373	323.4
394.617	300.741	328.215
365.586	293.586	318.986
358.806	262.174	291.212
409.135	294.921	340.392
354.158	275.075	306.949
353.423	290.812	316.43
393.977	301.812	347.55
402.027	297.683	338.599
377.28	308.303	329.569
332.512	275.476	301.698
398.497	294.429	319.05
378.684	283.519	309.697
387.692	298.515	342.907
340.383	275.145	295.722
380.52	306.708	336.147
349.456	274.72	308.547
410.807	316.549	351.146
380.629	312.166	331.619
379.105	297.035	332.121
398.175	293.674	329.373
391.271	300.298	317.713
417.883	310.853	347.469
409.468	331.643	369.446
366.009	305.721	323.103
418.008	315.98	362.818
411.556	310.912	366.887
400.45	322.804	360.785
403.614	310.303	339.561
353.162	283.208	313.188
367.904	284.081	313.177
392.617	299.741	333.905
415.432	316.901	352.474
355.458	280.892	305.616
413.816	319.134	359.359
380.096	297.779	335.36
427.079	309.799	349.538
407.557	304.606	350.433
357.07	294.671	323.383
366.947	280.306	312.692
380.722	286.01	320.684
410.317	320.804	344.536
381.923	284.867	321.639
408.705	333.061	363.966
386.677	318.235	357.386
374.426	289.264	319.312
414.768	307.68	355.051
442.678	328.543	367.932
376.311	297.905	325.054
414.336	299.27	346.915
391.504	307.719	340.262
409.963	299.444	331.724
360.938	297.79	316.949
390.763	299.296	323.601
390.019	307.689	345.405
338.404	275.883	305.619
370.97	288.896	318.254
401.184	312.841	360.18
372.855	286.774	317.153
400.217	287.196	332.284
388.939	303.669	336.305
405.366	317.381	342.792
380.371	282.883	309.483
356.52	287.466	310.202
399.322	300.394	323.181
411.411	313.046	354.487
401.271	309.113	350.167
384.064	297.059	332.939
400.409	297.196	326.1
378.655	306.023	336.376
429.454	317.766	349.899
396.687	302.012	316.467
405.351	318.79	348.586
353.543	284.9	325.636
369.487	302.541	345.23
398.778	289.065	340.722
346.167	278.442	306.65
408.454	312.241	361.279
389.591	295.364	329.989
380.212	302.751	347.998
386.122	292.466	314.481
393.492	310.017	348.514
417.592	300.605	317.81
421.798	316.327	369.707
443.503	323.491	357.956
396.434	312.862	338.934
393.756	295.075	339.8
445.862	319.93	365.568
398.852	319.857	348.994
418.906	327.67	350.737
372.977	289.074	324.175
399.118	317.289	355.117
391.778	294.072	324.389
408.362	295.286	340.133
390.734	287.575	318.464
392.548	297.853	324.425
390.927	314.304	338.446
387.05	287.364	340.547
352.914	285.375	310.543
344.914	277.699	295.271
379.108	286.352	331.751
391.057	284.988	328.25
418.421	320.952	362.777
387.642	301.572	334.779
422.429	310.973	354.463
328.472	266.311	293.897
390.869	296.248	331.39
404.525	288.761	329.152
373.718	279.161	298.175
370.518	287.199	320.026
395.865	287.964	327.754
447.2	347.414	394.78
394.522	290.093	328.038
426.558	319.187	357.352
418.87	319.385	363.772
393.658	292.214	336.456
375.689	276.069	306.443
388.205	304.111	326.64
394.757	299.636	337.036
431.75	330.75	352.354
405.723	315.264	342.062
395.438	316.601	335.389
404.374	299.115	333.734
411.333	309.416	338.706
386.599	288.997	332.262
397.406	310.591	347.065
417.229	292.916	333.156
415.509	307.057	348.368
398.868	321.905	357.703
383.186	290.384	326.122
403.038	295.706	338.569
376.939	288.665	319.452
390.34	293.091	327.95
413.816	340.695	369.974
381.984	312.381	338.824
354.453	279.774	314.464
316.835	263.604	283.975
381.867	291.29	324.178
404.782	307.572	343.803
362.833	287.341	305.894
412.339	305.903	348.324
418.682	342.018	383.405
364.038	282.331	312.008
379.789	303.267	335.951
412.626	303.77	342.948
368.675	286.488	313.673
403.895	321.979	364.573
376.245	294.964	321.29
391.639	296.303	327.461
407.978	309.607	336.611
401.173	312.857	357.785
373.422	302.054	333.345
400.766	298.668	340.355
383.226	319.704	353.491
434.242	312.007	356.333
380.047	295.343	330.834
386.779	311.562	346.924
415.692	321.631	351.53
351.886	275.393	293.264
364.6	277.99	311.294
389.389	289.375	315.712
329.847	266.755	300.943
411.162	304.947	341.46
393.958	316.414	347.041
414.369	317.797	362.794
379.97	297.231	330.667
392.122	301.569	330.949
403.062	296.047	326.346
343.783	271.73	306.272
371.126	286.793	316.383
405.729	321.892	351.792
386.917	299.975	328.36
401.469	322.84	344.405
423.262	317.317	353.313
457.643	327.849	374.601
399.492	289.589	333.219
356.501	282.827	309.081
339.983	287.034	308.691
426.585	324.716	357.065
463.873	340.091	399.842
367.426	295.232	328.928
338.638	272.443	297.906
431.089	327.571	376.521
390.713	281.937	332.586
411.809	317.99	352.729
401.218	301.852	340.467
369.143	286.352	317.715
382.636	301.849	324.753
380.12	282.926	306.331
395.755	302.308	342.091
439.489	319.993	359.096
436.895	333.342	373.83
404.82	312.028	341.788
402.793	312.195	341.115
370.039	289.097	332.621
387.364	288.821	330.477
377.01	296.21	328.661
393.468	289.491	328.326
425.664	324.135	362.378
377.752	275.894	305.629
455.001	317.416	359.56
421.762	326.18	352.031
406.72	302.478	344.975
421.914	316.735	347.724
385.37	290.726	334.952
407.496	318.65	356.155
387.813	296.805	334.828
408.02	313.884	361.344
362.574	290.313	322.425
392.495	306.87	339.828
360.928	280.717	327.522
394.9	309.003	341.767
372.5	287.427	318.12
395.991	306.492	344.627
399.709	306.636	339.118
388.884	301.4	334.63
381.448	275.318	302.871
371.506	287.266	316.47
404.848	319.109	338.703
401.71	320.236	345.434
385.918	283.083	308.713
368.746	289.048	333.274
376.748	281.759	314.318
381.717	290.377	317.329
400.121	312.131	346.527
362.725	287.326	310.107
391.738	293.148	322.949
364.161	281.505	320.228
413.451	323.94	358.662
405.198	304.12	328.134
408.842	314.794	349.419
386.075	297.1	328.743
338.593	288.358	323.426
446.107	336.844	380.354
364.648	297.781	319.994
359.749	278.902	312.808
381.211	288.395	323.678
383.965	282.417	332.374
400.15	302.483	339.025
375.428	295.713	330.096
411.172	320.392	362.437
341.685	287.334	316.3
364.956	278.1	307.753
359.026	280.789	310.921
392.899	297.232	317.546
416.799	288.92	309.303
388.874	298.629	330.422
368.339	287.781	309.071
361.661	285.718	309.784
366.91	284.916	314.647
369.578	286.115	318.835
428.061	307.201	347.5
345.066	272.987	293.218
395.074	315.235	350.258
410.53	301.842	334.821
378.139	285.532	305.558
371.462	282.158	318.967
329.007	263.28	288.606
377.003	295.367	332.25
418.625	317.437	343.516
421.995	321.665	353.794
403.084	315.469	357.957
391.411	301.901	328.618
439.852	337.625	379.034
395.848	282.765	317.35
386.247	298.692	327.385
399.887	303.041	323
423.386	322.97	354.844
378.867	275.986	317.447
382.371	310.414	354.863
405.577	298.579	339.256
394.452	311.327	350.403
376.199	309.259	343.754
425.928	324.114	362.798
354.883	298.834	328.086
331.705	262.96	295.828
411.585	310.721	346.431
420.708	316.466	366.478
361.82	289	318.402
342.167	268.729	300.917
364.679	287.158	339.246
382.656	300.122	336.202
405.517	307.281	343.185
387.333	310.442	334.244
408.085	319.062	346.78
357.353	280.065	310.242
409.654	283.296	332.311
347.061	289.135	312.883
410.64	303.416	339.837
379.179	304.32	337.462
375.907	289.259	331.312
394.927	309.821	345.068
370.471	291.147	319.064
365.382	287.958	321.997
404.445	303.937	343.593
361.384	275.647	302.638
382.506	297.386	338.544
388.711	321.078	349.028
381.692	293.355	328.193
402.614	323.493	350.566
429.831	307.674	356.014
386.476	294.388	333.326
464.573	317.348	368.603
407.553	285.955	315.537
373.218	295.952	325.024
419.707	323.863	365.105
374.415	282.09	301.231
370.702	271.735	302.246
365.823	290.711	328.237
352.667	277.785	300.924
406.886	316.492	343.319
403.169	310.319	351.383
413.676	322.572	357.04
411.071	307.907	345.716
365.302	287.877	319.059
365.021	274.238	315.33
398.559	313.59	342.326
385.376	306.058	336.422
385.948	308.548	338.936
383.64	300.457	343.042
346.639	277.327	300.253
434.876	311.73	373.937
380.284	291.198	331.268
452.906	343.697	372.59
423.01	321.891	361.2
399.249	301.889	336.255
412.887	311.446	350.419
412.425	310.788	344.037
428.358	316.497	351.947
386.346	273.164	316.399
383.638	310.345	353.768
391.921	319.46	352.255
413.831	306.841	343.191
392.165	297.622	325.309
428.326	306.863	352.899
371.951	295.561	333.055
344.934	274.815	298.403
407.867	314.309	333.509
445.814	336.35	376.983
373.549	291.935	324.859
392.633	312.518	335.688
383.655	299.31	329.92
419.734	324.798	369.957
429.145	318.179	353.12
364.871	297.44	321.498
374.005	277.935	302.298
343.137	278.021	304.949
411.275	300.671	330.284
379.49	276.809	308.826
390.677	299.816	338.082
379.798	310.935	342.323
400.693	303.162	346.207
381.01	310.541	343.195
382.822	303.355	336.978
372.348	301.008	332.75
378.967	288.62	330.624
398.456	309.157	345.971
401.751	308.026	348.056
403.956	309.318	338.901
414.058	319.883	360.879
343.198	273.958	296.597
388.981	304.521	349.853
377.271	289.065	308.546
395.066	282.972	318.225
351.18	266.468	301.859
376.535	300.151	337.393
380.427	290.466	327.922
370.799	306.977	335.094
339.313	264.76	287.997
388.963	307.086	339.605
416.616	321.301	363.107
367.205	288.413	317.587
348.945	286.448	308.726
397.885	290.472	316.101
394.952	308.279	336.447
394.923	294.786	326.545
422.165	326.611	356.561
354.773	281.289	313.434
376.643	288.939	330.943
364.241	276.978	301.74
420.891	326.951	357.333
374.456	305.995	334.911
453.069	339.094	381.309
378.169	287.265	326.579
399.847	305.364	344.148
371.301	283.123	323.312
388.303	293.276	319.693
393.264	303.251	335.457
421.158	310.012	345.41
346.55	285.809	305.098
368.228	296.349	324.141
366.619	279.099	303.482
384.801	305.734	334.153
407.568	307.666	332.918
403.343	281.707	326.694
399.261	287.868	333.927
424.057	315.733	366.092
379.129	282.573	319.622
410.538	315.922	345.871
374.001	289.198	319.662
398.76	298.666	331.339
367.596	276.999	301.635
381.554	293.054	339.735
348.789	273.265	308.231
462.515	331.023	370.032
421.745	298.886	339.478
406.659	293.945	343.345
449.047	342.046	378.94
430.453	329.126	356.358
411.428	313.83	343.774
371.798	283.301	314.855
372.833	274.344	301.53
401.22	298.015	328.266
402.575	308.408	343.15
435.29	327.718	385.457
373.395	300.862	336.266
363.086	274.76	299.571
383.723	300.288	331.48
404.203	291.215	327.059
402.592	315.113	353.839
385.063	305.727	339.415
398.185	297.177	325.24
339.227	271.289	298.844
412.608	320.889	353.849
381.567	312.101	345.621
365.562	288.776	324.748
382.294	302.158	336.039
371.131	299.291	314.854
403.939	317.957	362.105
375.368	273.561	314.157
366.925	303.846	344.098
388.878	311.043	346.15
341.513	270.574	297.69
366.624	286.924	316.576
351.01	295.915	320.236
420.486	326.398	375.591
366.778	285.893	315.512
392.858	286.792	315.797
376.526	286.838	332.612
368.744	279.687	319.053
353.958	288.755	311.244
390.809	312.667	351.915
391.066	305.749	332.483
417.09	302.64	343.068
398.41	300.093	344.115
430.958	327.471	357.521
367.102	297.857	332.479
407.379	328.474	347.439
353.064	284.084	329.515
381.299	307.353	335.978
377.466	291.303	329.596
381.613	292.655	329.103
383.262	303.868	339.586
403.771	294.572	350.586
408.424	314.86	368.469
376.715	278.448	311.324
415.87	312.771	337.305
405.931	294.18	319.277
410.891	305.469	344.413
408.45	315.529	358.659
345.878	284.649	313.887
401.41	310.776	343.562
442.208	318.125	367.384
396.435	309.825	335.488
386.91	315.02	341.057
406.885	311.264	344.125
418.734	320.589	360.001
400.798	314.339	348.338
427.224	317.92	364.924
368.993	292.554	320.135
324.348	259.787	301.098
363.939	281.189	323.796
380.107	292.946	305.228
395.216	304.023	340.769
381.145	298.689	323.859
380.584	293.559	330.818
340.735	286.063	307.977
360.568	274.665	322.696
357.48	278.485	300.905
457.728	331.427	382.405
378.356	291.98	335.191
425.815	338.786	373.82
357.184	281.376	321.931
396.847	296.145	326.728
457.087	332.9	373.688
357.883	285.884	314.571
344.395	278.602	299.116
420.033	304.744	338.238
381.99	271.806	315.901
390.612	297.021	352.681
379.137	303.353	329.6
381.502	267.625	307.578
361.125	288.317	307.592
384.204	296.355	329.121
362.255	283.825	310.583
427.844	317.935	347.327
386.525	289.088	314.013
375.143	289.155	337.365
400.734	304.981	336.256
404.525	305.693	348.674
392.765	327.088	355.082
374.844	300.759	327.73
418.778	302.564	332.825
401.812	295.819	336.633
339.773	278.611	304.416
365.514	281.047	312.369
404.424	320.255	351.563
386.612	303.988	336.078
407.988	290.578	318.601
402.994	299.187	330.044
377.096	296.602	336.889
361.693	279.909	315.153
424.143	299.088	345.803
367.371	278.752	319.29
342.532	273.934	302.18
456.82	338.98	370.555
401.753	330.573	360.407
403.09	285.521	321.432
337.221	271.34	298.696
374.415	290.691	328.513
323.152	260.514	277.838
367.699	289.818	336.019
410.448	289.618	316.017
387.53	308.022	342.097
403.926	316.959	354.848
367.681	280.223	312.984
436.987	316.459	357.323
357.021	283.725	302.322
391.236	293.112	333.625
376.519	283.91	327.266
408.857	306.503	335.827
355.209	293.91	322.733
372.008	291.783	324.163
373.69	294.162	331.58
423.225	325.066	357.769
411.175	304.957	340.037
364.616	288.622	311.631
421.484	310.622	351.574
437.472	341.759	379.869
360.229	292.848	317.074
433.126	310.296	364.646
435.195	301.485	333.976
389.677	286.514	321.137
394.433	291.551	330.205
366.505	289.418	307.604
371.124	273.36	304.25
353.575	262.584	301.322
371.815	286.726	310.265
389.812	280.415	327.885
425.8	321.725	356.27
437.663	342.776	389.538
399.833	306.827	352.763
441.76	329.144	356.102
367.417	314.048	337.806
414.265	335.866	371.5
417.472	301.496	342.54
418.375	323.097	358.726
422.096	319.645	364.726
356.049	293.803	322.832
405.917	311.967	341.358
395.933	304.877	337.786
361.95	280.045	311.784
375.899	305.713	319.27
377.395	290.881	312.962
382.43	286.913	324.401
392.329	310.514	346.33
459.658	330.602	368.192
378.394	300.024	327.665
379.106	277.379	313.516
441.844	338.981	380.16
411.368	328.688	357.138
399.682	310.031	342.455
382.329	287.856	316.14
404.051	316.291	349.168
389.193	295.937	329.456
426.89	328.36	360.03
348.754	278.161	307.382
377.789	288.781	321.891
388.921	298.347	346.789
393.073	316.361	352.836
424.146	311.686	351.657
373.201	296.244	328.26
396.044	308.841	345.239
394.995	297.408	336.896
374.403	281.466	308.433
416.255	317.818	360.82
386.167	291.24	316.209
414.278	305.571	334.555
411.391	312.116	341.9
360.503	269.255	309.939
423.729	327.577	358.527
359.997	288.765	314.772
394.444	300.033	333.081
402.449	300.867	342.762
376.161	279.328	301.131
366.732	293.498	322.866
375.047	295.911	340.125
389.68	310.397	335.05
439.808	307.081	339.06
358.766	288.725	312.208
405.236	315.313	355.915
372.876	292.324	333.336
366.184	285.999	320.357
434.851	327.462	374.287
383.206	299.711	333.798
421.862	326.332	357.698
404.173	317.848	341.536
